hard,ram,scrn,year,price,id,speed,trend,dpentium,d486,dcd,dmulti,dscrn14,dscrn15,dscrn17,dquarter,dsemester,hard_above,ram_above,speed_above
245,8,14,1993,2690,8482,66,4,0,1,0,0,1,0,0,2,1,160,6,41
107,2,14,1993,1490,8399,25,5,0,1,0,0,1,0,0,2,1,22,0,0
452,16,14,1993,2595,8434,25,5,0,1,0,0,1,0,0,2,1,367,14,0
214,4,14,1993,1895,8404,25,5,0,1,0,0,1,0,0,2,1,129,2,0
340,8,14,1993,2390,8429,25,5,0,1,0,0,1,0,0,2,1,255,6,0
107,2,14,1993,1395,8389,25,5,0,1,0,0,1,0,0,2,1,22,0,0
214,4,14,1993,1990,8414,25,5,0,1,0,0,1,0,0,2,1,129,2,0
340,8,14,1993,2295,8419,25,5,0,1,0,0,1,0,0,2,1,255,6,0
452,16,14,1993,2690,8444,25,5,0,1,0,0,1,0,0,2,1,367,14,0
452,16,14,1993,2695,8435,33,5,0,1,0,0,1,0,0,2,1,367,14,8
340,8,14,1993,2395,8420,33,5,0,1,0,0,1,0,0,2,1,255,6,8
452,16,14,1993,2790,8445,33,5,0,1,0,0,1,0,0,2,1,367,14,8
214,4,14,1993,2090,8415,33,5,0,1,0,0,1,0,0,2,1,129,2,8
452,8,14,1993,3495,8449,33,5,0,1,0,0,1,0,0,2,1,367,6,8
107,2,14,1993,1690,8401,33,5,0,1,0,0,1,0,0,2,1,22,0,8
340,8,14,1993,2495,8421,33,5,0,1,0,0,1,0,0,2,1,255,6,8
107,2,14,1993,1495,8390,33,5,0,1,0,0,1,0,0,2,1,22,0,8
452,16,14,1993,2795,8436,33,5,0,1,0,0,1,0,0,2,1,367,14,8
214,4,14,1993,2095,8406,33,5,0,1,0,0,1,0,0,2,1,129,2,8
214,4,14,1993,1995,8405,33,5,0,1,0,0,1,0,0,2,1,129,2,8
452,16,14,1993,2890,8446,33,5,0,1,0,0,1,0,0,2,1,367,14,8
340,8,14,1993,2590,8431,33,5,0,1,0,0,1,0,0,2,1,255,6,8
340,8,14,1993,2490,8430,33,5,0,1,0,0,1,0,0,2,1,255,6,8
107,2,14,1993,1590,8400,33,5,0,1,0,0,1,0,0,2,1,22,0,8
214,4,14,1993,2190,8416,33,5,0,1,0,0,1,0,0,2,1,129,2,8
107,2,14,1993,1595,8391,33,5,0,1,0,0,1,0,0,2,1,22,0,8
214,4,14,1993,2195,8407,50,5,0,1,0,0,1,0,0,2,1,129,2,25
340,8,14,1993,2690,8432,50,5,0,1,0,0,1,0,0,2,1,255,6,25
107,2,14,1993,1790,8402,50,5,0,1,0,0,1,0,0,2,1,22,0,25
452,8,14,1993,3595,8450,50,5,0,1,0,0,1,0,0,2,1,367,6,25
214,4,14,1993,2290,8417,50,5,0,1,0,0,1,0,0,2,1,129,2,25
107,2,14,1993,1695,8392,50,5,0,1,0,0,1,0,0,2,1,22,0,25
452,16,14,1993,2895,8437,50,5,0,1,0,0,1,0,0,2,1,367,14,25
452,16,14,1993,2990,8447,50,5,0,1,0,0,1,0,0,2,1,367,14,25
340,8,14,1993,2595,8422,50,5,0,1,0,0,1,0,0,2,1,255,6,25
214,4,14,1993,2295,8408,66,5,0,1,0,0,1,0,0,2,1,129,2,41
452,16,14,1993,2995,8438,66,5,0,1,0,0,1,0,0,2,1,367,14,41
340,8,14,1993,2695,8423,66,5,0,1,0,0,1,0,0,2,1,255,6,41
340,8,14,1993,2790,8433,66,5,0,1,0,0,1,0,0,2,1,255,6,41
1000,16,14,1993,3990,8452,66,5,0,1,0,0,1,0,0,2,1,915,14,41
214,4,14,1993,2390,8418,66,5,0,1,0,0,1,0,0,2,1,129,2,41
452,8,14,1993,3695,8451,66,5,0,1,0,0,1,0,0,2,1,367,6,41
452,16,14,1993,3090,8448,66,5,0,1,0,0,1,0,0,2,1,367,14,41
107,2,14,1993,1795,8393,66,5,0,1,0,0,1,0,0,2,1,22,0,41
107,2,14,1993,1890,8403,66,5,0,1,0,0,1,0,0,2,1,22,0,41
452,16,15,1993,2690,8439,25,5,0,1,0,0,0,1,0,2,1,367,14,0
214,4,15,1993,1990,8409,25,5,0,1,0,0,0,1,0,2,1,129,2,0
107,2,15,1993,1490,8394,25,5,0,1,0,0,0,1,0,2,1,22,0,0
340,8,15,1993,2390,8424,25,5,0,1,0,0,0,1,0,2,1,255,6,0
340,8,15,1993,2590,8426,33,5,0,1,0,0,0,1,0,2,1,255,6,8
452,16,15,1993,2890,8441,33,5,0,1,0,0,0,1,0,2,1,367,14,8
214,4,15,1993,2090,8410,33,5,0,1,0,0,0,1,0,2,1,129,2,8
107,2,15,1993,1590,8395,33,5,0,1,0,0,0,1,0,2,1,22,0,8
452,16,15,1993,2790,8440,33,5,0,1,0,0,0,1,0,2,1,367,14,8
214,4,15,1993,2190,8411,33,5,0,1,0,0,0,1,0,2,1,129,2,8
107,2,15,1993,1690,8396,33,5,0,1,0,0,0,1,0,2,1,22,0,8
340,8,15,1993,2490,8425,33,5,0,1,0,0,0,1,0,2,1,255,6,8
340,8,15,1993,2690,8427,50,5,0,1,0,0,0,1,0,2,1,255,6,25
214,4,15,1993,2290,8412,50,5,0,1,0,0,0,1,0,2,1,129,2,25
452,16,15,1993,2990,8442,50,5,0,1,0,0,0,1,0,2,1,367,14,25
107,2,15,1993,1790,8397,50,5,0,1,0,0,0,1,0,2,1,22,0,25
452,16,15,1993,3090,8443,66,5,0,1,0,0,0,1,0,2,1,367,14,41
214,4,15,1993,2390,8413,66,5,0,1,0,0,0,1,0,2,1,129,2,41
340,8,15,1993,2790,8428,66,5,0,1,0,0,0,1,0,2,1,255,6,41
107,2,15,1993,1890,8398,66,5,0,1,0,0,0,1,0,2,1,22,0,41
214,4,14,1993,1795,8343,25,6,0,1,0,0,1,0,0,2,1,129,2,0
452,16,14,1993,2590,8383,25,6,0,1,0,0,1,0,0,2,1,367,14,0
107,2,14,1993,1390,8338,25,6,0,1,0,0,1,0,0,2,1,22,0,0
452,16,14,1993,2495,8373,25,6,0,1,0,0,1,0,0,2,1,367,14,0
107,2,14,1993,1295,8328,25,6,0,1,0,0,1,0,0,2,1,22,0,0
214,4,14,1993,1890,8353,25,6,0,1,0,0,1,0,0,2,1,129,2,0
340,8,14,1993,2290,8368,25,6,0,1,0,0,1,0,0,2,1,255,6,0
340,8,14,1993,2195,8358,25,6,0,1,0,0,1,0,0,2,1,255,6,0
340,8,14,1993,2590,8370,33,6,0,1,0,0,1,0,0,2,1,255,6,8
452,16,14,1993,2795,8375,33,6,0,1,0,0,1,0,0,2,1,367,14,8
107,2,14,1993,1690,8340,33,6,0,1,0,0,1,0,0,2,1,22,0,8
340,8,14,1993,2495,8360,33,6,0,1,0,0,1,0,0,2,1,255,6,8
107,2,14,1993,1595,8330,33,6,0,1,0,0,1,0,0,2,1,22,0,8
452,16,14,1993,2690,8384,33,6,0,1,0,0,1,0,0,2,1,367,14,8
214,4,14,1993,1895,8344,33,6,0,1,0,0,1,0,0,2,1,129,2,8
340,8,14,1993,2295,8359,33,6,0,1,0,0,1,0,0,2,1,255,6,8
452,16,14,1993,2595,8374,33,6,0,1,0,0,1,0,0,2,1,367,14,8
214,4,14,1993,2190,8355,33,6,0,1,0,0,1,0,0,2,1,129,2,8
340,8,14,1993,2390,8369,33,6,0,1,0,0,1,0,0,2,1,255,6,8
214,4,14,1993,1990,8354,33,6,0,1,0,0,1,0,0,2,1,129,2,8
452,16,14,1993,2890,8385,33,6,0,1,0,0,1,0,0,2,1,367,14,8
107,2,14,1993,1395,8329,33,6,0,1,0,0,1,0,0,2,1,22,0,8
107,2,14,1993,1490,8339,33,6,0,1,0,0,1,0,0,2,1,22,0,8
214,4,14,1993,2095,8345,33,6,0,1,0,0,1,0,0,2,1,129,2,8
107,2,14,1993,1695,8331,50,6,0,1,0,0,1,0,0,2,1,22,0,25
214,4,14,1993,2195,8346,50,6,0,1,0,0,1,0,0,2,1,129,2,25
107,2,14,1993,1790,8341,50,6,0,1,0,0,1,0,0,2,1,22,0,25
452,16,14,1993,2895,8376,50,6,0,1,0,0,1,0,0,2,1,367,14,25
214,4,14,1993,2290,8356,50,6,0,1,0,0,1,0,0,2,1,129,2,25
340,8,14,1993,2690,8371,50,6,0,1,0,0,1,0,0,2,1,255,6,25
452,16,14,1993,2990,8386,50,6,0,1,0,0,1,0,0,2,1,367,14,25
340,8,14,1993,2595,8361,50,6,0,1,0,0,1,0,0,2,1,255,6,25
452,16,14,1993,3090,8387,66,6,0,1,0,0,1,0,0,2,1,367,14,41
107,2,14,1993,1795,8332,66,6,0,1,0,0,1,0,0,2,1,22,0,41
340,8,14,1993,2695,8362,66,6,0,1,0,0,1,0,0,2,1,255,6,41
214,4,14,1993,2295,8347,66,6,0,1,0,0,1,0,0,2,1,129,2,41
214,4,14,1993,2390,8357,66,6,0,1,0,0,1,0,0,2,1,129,2,41
1000,16,14,1993,3990,8388,66,6,0,1,0,0,1,0,0,2,1,915,14,41
107,2,14,1993,1890,8342,66,6,0,1,0,0,1,0,0,2,1,22,0,41
340,8,14,1993,2790,8372,66,6,0,1,0,0,1,0,0,2,1,255,6,41
452,16,14,1993,2995,8377,66,6,0,1,0,0,1,0,0,2,1,367,14,41
107,2,15,1993,1390,8333,25,6,0,1,0,0,0,1,0,2,1,22,0,0
340,8,15,1993,2290,8363,25,6,0,1,0,0,0,1,0,2,1,255,6,0
214,4,15,1993,1890,8348,25,6,0,1,0,0,0,1,0,2,1,129,2,0
452,16,15,1993,2590,8378,25,6,0,1,0,0,0,1,0,2,1,367,14,0
107,2,15,1993,1690,8335,33,6,0,1,0,0,0,1,0,2,1,22,0,8
340,8,15,1993,2590,8365,33,6,0,1,0,0,0,1,0,2,1,255,6,8
452,16,15,1993,2890,8380,33,6,0,1,0,0,0,1,0,2,1,367,14,8
214,4,15,1993,2190,8350,33,6,0,1,0,0,0,1,0,2,1,129,2,8
340,8,15,1993,2390,8364,33,6,0,1,0,0,0,1,0,2,1,255,6,8
107,2,15,1993,1490,8334,33,6,0,1,0,0,0,1,0,2,1,22,0,8
214,4,15,1993,1990,8349,33,6,0,1,0,0,0,1,0,2,1,129,2,8
452,16,15,1993,2690,8379,33,6,0,1,0,0,0,1,0,2,1,367,14,8
452,16,15,1993,2990,8381,50,6,0,1,0,0,0,1,0,2,1,367,14,25
340,8,15,1993,2690,8366,50,6,0,1,0,0,0,1,0,2,1,255,6,25
107,2,15,1993,1790,8336,50,6,0,1,0,0,0,1,0,2,1,22,0,25
214,4,15,1993,2290,8351,50,6,0,1,0,0,0,1,0,2,1,129,2,25
340,8,15,1993,2790,8367,66,6,0,1,0,0,0,1,0,2,1,255,6,41
107,2,15,1993,1890,8337,66,6,0,1,0,0,0,1,0,2,1,22,0,41
452,16,15,1993,3090,8382,66,6,0,1,0,0,0,1,0,2,1,367,14,41
214,4,15,1993,2390,8352,66,6,0,1,0,0,0,1,0,2,1,129,2,41
340,8,14,1993,2095,8261,25,7,0,1,0,0,1,0,0,3,2,255,6,0
340,8,14,1993,2294,8281,25,7,0,1,1,0,1,0,0,3,2,255,6,0
452,16,14,1993,2590,8316,25,7,0,1,0,0,1,0,0,3,2,367,14,0
107,2,14,1993,1644,8206,25,7,0,1,0,0,1,0,0,3,2,22,0,0
340,8,14,1993,2344,8276,25,7,0,1,0,0,1,0,0,3,2,255,6,0
214,4,14,1993,1795,8231,25,7,0,1,0,0,1,0,0,3,2,129,2,0
107,2,14,1993,1694,8221,25,7,0,1,1,0,1,0,0,3,2,22,0,0
107,2,14,1993,1744,8211,25,7,0,1,0,0,1,0,0,3,2,22,0,0
214,4,14,1993,1994,8251,25,7,0,1,1,0,1,0,0,3,2,129,2,0
340,8,14,1993,2190,8286,25,7,0,1,0,0,1,0,0,3,2,255,6,0
452,16,14,1993,2694,8311,25,7,0,1,1,0,1,0,0,3,2,367,14,0
214,4,14,1993,1890,8256,25,7,0,1,0,0,1,0,0,3,2,129,2,0
340,8,14,1993,2244,8271,25,7,0,1,0,0,1,0,0,3,2,255,6,0
452,16,14,1993,2495,8291,25,7,0,1,0,0,1,0,0,3,2,367,14,0
214,4,14,1993,1944,8236,25,7,0,1,0,0,1,0,0,3,2,129,2,0
214,8,14,1993,1695,8323,25,7,0,1,0,0,1,0,0,3,2,129,6,0
452,16,14,1993,2644,8296,25,7,0,1,0,0,1,0,0,3,2,367,14,0
107,2,14,1993,1590,8226,25,7,0,1,0,0,1,0,0,3,2,22,0,0
214,4,14,1993,2044,8241,25,7,0,1,0,0,1,0,0,3,2,129,2,0
107,4,14,1993,1395,8321,25,7,0,1,0,0,1,0,0,3,2,22,2,0
107,2,14,1993,1495,8201,25,7,0,1,0,0,1,0,0,3,2,22,0,0
452,16,14,1993,2744,8301,25,7,0,1,0,0,1,0,0,3,2,367,14,0
452,16,14,1993,2795,8293,33,7,0,1,0,0,1,0,0,3,2,367,14,8
107,2,14,1993,1595,8202,33,7,0,1,0,0,1,0,0,3,2,22,0,8
107,2,14,1993,1944,8208,33,7,0,1,0,0,1,0,0,3,2,22,0,8
340,8,14,1993,2444,8277,33,7,0,1,0,0,1,0,0,3,2,255,6,8
452,16,14,1993,2595,8292,33,7,0,1,0,0,1,0,0,3,2,367,14,8
214,4,14,1993,2344,8243,33,7,0,1,0,0,1,0,0,3,2,129,2,8
214,4,14,1993,2044,8237,33,7,0,1,0,0,1,0,0,3,2,129,2,8
107,2,14,1993,2044,8213,33,7,0,1,0,0,1,0,0,3,2,22,0,8
107,2,14,1993,1994,8223,33,7,0,1,1,0,1,0,0,3,2,22,0,8
214,4,14,1993,2190,8258,33,7,0,1,0,0,1,0,0,3,2,129,2,8
214,4,14,1993,1895,8232,33,7,0,1,0,0,1,0,0,3,2,129,2,8
214,4,14,1993,1990,8257,33,7,0,1,0,0,1,0,0,3,2,129,2,8
452,16,14,1993,2944,8298,33,7,0,1,0,0,1,0,0,3,2,367,14,8
340,8,14,1993,2490,8288,33,7,0,1,0,0,1,0,0,3,2,255,6,8
107,2,14,1993,1744,8207,33,7,0,1,0,0,1,0,0,3,2,22,0,8
340,8,14,1993,2594,8283,33,7,0,1,1,0,1,0,0,3,2,255,6,8
214,4,14,1993,2144,8242,33,7,0,1,0,0,1,0,0,3,2,129,2,8
107,2,14,1993,1890,8228,33,7,0,1,0,0,1,0,0,3,2,22,0,8
214,4,14,1993,2095,8233,33,7,0,1,0,0,1,0,0,3,2,129,2,8
452,16,14,1993,2994,8313,33,7,0,1,1,0,1,0,0,3,2,367,14,8
107,2,14,1993,1795,8203,33,7,0,1,0,0,1,0,0,3,2,22,0,8
107,2,14,1993,1690,8227,33,7,0,1,0,0,1,0,0,3,2,22,0,8
214,4,14,1993,2294,8253,33,7,0,1,1,0,1,0,0,3,2,129,2,8
340,8,14,1993,2195,8262,33,7,0,1,0,0,1,0,0,3,2,255,6,8
340,8,14,1993,2395,8263,33,7,0,1,0,0,1,0,0,3,2,255,6,8
452,16,14,1993,2690,8317,33,7,0,1,0,0,1,0,0,3,2,367,14,8
340,8,14,1993,2290,8287,33,7,0,1,0,0,1,0,0,3,2,255,6,8
340,8,14,1993,2344,8272,33,7,0,1,0,0,1,0,0,3,2,255,6,8
452,16,14,1993,3044,8303,33,7,0,1,0,0,1,0,0,3,2,367,14,8
214,8,14,1993,1795,8324,33,7,0,1,0,0,1,0,0,3,2,129,6,8
452,16,14,1993,2844,8302,33,7,0,1,0,0,1,0,0,3,2,367,14,8
340,8,14,1993,2544,8273,33,7,0,1,0,0,1,0,0,3,2,255,6,8
340,8,14,1993,2644,8278,33,7,0,1,0,0,1,0,0,3,2,255,6,8
340,8,14,1993,2394,8282,33,7,0,1,1,0,1,0,0,3,2,255,6,8
214,4,14,1993,2244,8238,33,7,0,1,0,0,1,0,0,3,2,129,2,8
107,4,14,1993,1495,8322,33,7,0,1,0,0,1,0,0,3,2,22,2,8
107,2,14,1993,1794,8222,33,7,0,1,1,0,1,0,0,3,2,22,0,8
214,4,14,1993,2094,8252,33,7,0,1,1,0,1,0,0,3,2,129,2,8
452,16,14,1993,2794,8312,33,7,0,1,1,0,1,0,0,3,2,367,14,8
452,16,14,1993,2890,8318,33,7,0,1,0,0,1,0,0,3,2,367,14,8
452,8,14,1993,3495,8325,33,7,0,1,0,0,1,0,0,3,2,367,6,8
452,16,14,1993,2744,8297,33,7,0,1,0,0,1,0,0,3,2,367,14,8
107,2,14,1993,1844,8212,33,7,0,1,0,0,1,0,0,3,2,22,0,8
340,8,14,1993,2744,8279,50,7,0,1,0,0,1,0,0,3,2,255,6,25
452,16,14,1993,3044,8299,50,7,0,1,0,0,1,0,0,3,2,367,14,25
214,4,14,1993,2444,8244,50,7,0,1,0,0,1,0,0,3,2,129,2,25
452,16,14,1993,3094,8314,50,7,0,1,1,0,1,0,0,3,2,367,14,25
107,2,14,1993,2094,8224,50,7,0,1,1,0,1,0,0,3,2,22,0,25
107,2,14,1993,2044,8209,50,7,0,1,0,0,1,0,0,3,2,22,0,25
340,8,14,1993,2590,8289,50,7,0,1,0,0,1,0,0,3,2,255,6,25
214,4,14,1993,2394,8254,50,7,0,1,1,0,1,0,0,3,2,129,2,25
452,16,14,1993,2990,8319,50,7,0,1,0,0,1,0,0,3,2,367,14,25
340,8,14,1993,2694,8284,50,7,0,1,1,0,1,0,0,3,2,255,6,25
214,4,14,1993,2195,8234,50,7,0,1,0,0,1,0,0,3,2,129,2,25
